,Survived,Pclass,Sex,Fare,FamilySize,Age_cat,Initial_0,Initial_1,Initial_2,Initial_3,Initial_4,Embarked_C,Embarked_Q,Embarked_S
759,1,1,0,4.460144413937834,1,3,0,0,0,1,0,0,0,1
760,0,3,1,2.6741486494265287,1,3,0,0,1,0,0,0,0,1
761,0,3,1,1.9636097261547143,1,4,0,0,1,0,0,0,0,1
762,1,3,1,1.9781283799793465,1,2,0,0,1,0,0,1,0,0
763,1,1,0,4.787491742782046,4,3,0,0,0,1,0,0,0,1
764,0,3,1,2.0509134580652977,1,1,0,0,1,0,0,0,0,1
765,1,1,0,4.356174068347218,2,5,0,0,0,1,0,0,0,1
766,0,1,1,3.6788291182604347,1,3,0,0,1,0,0,1,0,0
767,0,3,0,2.0476928433652555,1,3,0,1,0,0,0,0,1,0
768,0,3,1,3.184284380098582,2,3,0,0,1,0,0,0,1,0
769,0,3,1,2.1237574254543468,1,3,0,0,1,0,0,0,0,1
770,0,3,1,2.2512917986064953,1,2,0,0,1,0,0,0,0,1
771,0,3,1,2.061048420562944,1,4,0,0,1,0,0,0,0,1
772,0,2,0,2.3513752571634776,1,5,0,0,0,1,0,0,0,1
773,0,3,1,1.9775472339984959,1,3,0,0,1,0,0,1,0,0
774,1,2,0,3.1354942159291497,5,5,0,0,0,1,0,0,0,1
775,0,3,1,2.0476928433652555,1,1,0,0,1,0,0,0,0,1
776,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
777,1,3,0,2.5237266416375825,1,0,0,1,0,0,0,0,0,1
778,0,3,1,2.0460786380107145,1,3,0,0,1,0,0,0,1,0
779,1,1,0,5.353456381663085,2,4,0,0,0,1,0,0,0,1
780,1,3,0,1.9781283799793465,1,1,0,1,0,0,0,1,0,0
781,1,1,0,4.04305126783455,2,1,0,0,0,1,0,0,0,1
782,0,1,1,3.4011973816621555,1,2,0,0,1,0,0,0,0,1
783,0,3,1,3.1548704948922883,4,3,0,0,1,0,0,0,0,1
784,0,3,1,1.9530276168241774,1,2,0,0,1,0,0,0,0,1
785,0,3,1,1.9810014688665833,1,2,0,0,1,0,0,0,0,1
786,1,3,0,2.0143428636837015,1,1,0,1,0,0,0,0,0,1
787,0,3,1,3.371596911885865,6,0,1,0,0,0,0,0,1,0
788,1,3,1,3.0240767465631335,4,0,1,0,0,0,0,0,0,1
789,0,1,1,4.37197629882038,1,4,0,0,1,0,0,1,0,0
790,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
791,0,2,1,3.258096538021482,1,1,0,0,1,0,0,0,0,1
792,0,3,0,4.242045918369452,11,2,0,1,0,0,0,0,0,1
793,0,1,1,3.424125837416519,1,3,0,0,1,0,0,1,0,0
794,0,3,1,2.0663309725297405,1,2,0,0,1,0,0,0,0,1
795,0,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
796,1,1,0,3.255369746779992,1,4,0,0,1,0,0,0,0,1
797,1,3,0,2.161401640752305,1,3,0,0,0,1,0,0,0,1
798,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
799,0,3,0,3.184284380098582,3,3,0,0,0,1,0,0,0,1
800,0,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
801,1,2,0,3.2676659890376327,3,3,0,0,0,1,0,0,0,1
802,1,1,1,4.787491742782046,4,1,1,0,0,0,0,0,0,1
803,1,3,1,2.1420289418682694,2,0,1,0,0,0,0,1,0,0
804,1,3,1,1.9423323277074294,1,2,0,0,1,0,0,0,0,1
805,0,3,1,2.0509134580652977,1,3,0,0,1,0,0,0,0,1
806,0,1,1,0.0,1,3,0,0,1,0,0,0,0,1
807,0,3,0,2.0509134580652977,1,1,0,1,0,0,0,0,0,1
808,0,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
809,1,1,0,3.9721769282478934,2,3,0,0,0,1,0,0,0,1
810,0,3,1,2.0652792278673315,1,2,0,0,1,0,0,0,0,1
811,0,3,1,3.184284380098582,1,3,0,0,1,0,0,0,0,1
812,0,2,1,2.3513752571634776,1,3,0,0,1,0,0,0,0,1
813,0,3,0,3.442819056352975,7,0,0,1,0,0,0,0,0,1
814,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
815,0,1,1,0.0,1,3,0,0,1,0,0,0,0,1
816,0,3,0,2.0700223197633445,1,2,0,1,0,0,0,0,0,1
817,0,2,1,3.6110314197155664,3,3,0,0,1,0,0,1,0,0
818,0,3,1,1.864080130807681,1,4,0,0,1,0,0,0,0,1
819,0,3,1,3.32862668882732,6,1,1,0,0,0,0,0,0,1
820,1,1,0,4.537961436294641,3,5,0,0,0,1,0,0,0,1
821,1,3,1,2.1590033645160216,1,2,0,0,1,0,0,0,0,1
822,0,1,1,0.0,1,3,0,0,0,0,1,0,0,1
823,1,3,0,2.5237266416375825,2,2,0,0,0,1,0,0,0,1
824,0,3,1,3.6810362766529106,6,0,1,0,0,0,0,0,0,1
825,0,3,1,1.9387416595767009,1,3,0,0,1,0,0,0,1,0
826,0,3,1,4.034166299106131,1,3,0,0,1,0,0,0,0,1
827,1,2,1,3.6110314197155664,3,0,1,0,0,0,0,1,0,0
828,1,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
829,1,1,0,4.382026634673881,1,6,0,0,0,1,0,0,0,1
830,1,3,0,2.6709850297651974,2,1,0,0,0,1,0,1,0,0
831,1,2,1,2.9311937524164198,3,0,1,0,0,0,0,0,0,1
832,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
833,0,3,1,2.061048420562944,1,2,0,0,1,0,0,0,0,1
834,0,3,1,2.1162555148025524,1,1,0,0,1,0,0,0,0,1
835,1,1,0,4.4207460202604185,3,3,0,1,0,0,0,1,0,0
836,0,3,1,2.1590033645160216,1,2,0,0,1,0,0,0,0,1
837,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
838,1,3,1,4.034166299106131,1,3,0,0,1,0,0,0,0,1
839,1,1,1,3.391147045808654,1,3,0,0,1,0,0,1,0,0
840,0,3,1,2.0700223197633445,1,2,0,0,1,0,0,0,0,1
841,0,2,1,2.3513752571634776,1,1,0,0,1,0,0,0,0,1
842,1,1,0,3.4339872044851463,1,3,0,1,0,0,0,1,0,0
843,0,3,1,1.8621402659898545,1,3,0,0,1,0,0,1,0,0
844,0,3,1,2.1590033645160216,1,1,0,0,1,0,0,0,0,1
845,0,3,1,2.0215475632609334,1,4,0,0,1,0,0,0,0,1
846,0,3,1,4.242045918369452,11,3,0,0,1,0,0,0,0,1
847,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,1,0,0
848,0,2,1,3.4965075614664802,2,2,0,0,0,0,1,0,0,1
849,1,1,0,4.489806471412939,2,3,0,0,0,1,0,1,0,0
850,0,3,1,3.442819056352975,7,0,1,0,0,0,0,0,0,1
851,0,3,1,2.0509134580652977,1,7,0,0,1,0,0,0,0,1
852,0,3,0,2.7243040552851014,3,0,0,1,0,0,0,1,0,0
853,1,1,0,3.673765816303888,2,1,0,1,0,0,0,0,0,1
854,0,2,0,3.258096538021482,2,4,0,0,0,1,0,0,0,1
855,1,3,0,2.2353763433005955,2,1,0,0,0,1,0,0,0,1
856,1,1,0,5.1051372686027685,3,4,0,0,0,1,0,0,0,1
857,1,1,1,3.279029747687948,1,5,0,0,1,0,0,0,0,1
858,1,3,0,2.957942136638392,4,2,0,0,0,1,0,1,0,0
859,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
860,0,3,1,2.6467632766784814,3,4,0,0,1,0,0,0,0,1
861,0,2,1,2.4423470353692043,2,2,0,0,1,0,0,0,0,1
862,1,1,0,3.255369746779992,1,4,0,0,0,1,0,0,0,1
863,0,3,0,4.242045918369452,11,2,0,1,0,0,0,0,0,1
864,0,2,1,2.5649493574615367,1,2,0,0,1,0,0,0,0,1
865,1,2,0,2.5649493574615367,1,4,0,0,0,1,0,0,0,1
866,1,2,0,2.6288843311163475,2,2,0,1,0,0,0,1,0,0
867,0,1,1,3.921890164505806,1,3,0,0,1,0,0,0,0,1
868,0,3,1,2.2512917986064953,1,3,0,0,1,0,0,0,0,1
869,1,3,1,2.409940617298087,3,0,1,0,0,0,0,0,0,1
870,0,3,1,2.0663309725297405,1,2,0,0,1,0,0,0,0,1
871,1,1,0,3.961845018011234,3,4,0,0,0,1,0,0,0,1
872,0,1,1,1.6094379124341003,1,3,0,0,1,0,0,0,0,1
873,0,3,1,2.1972245773362196,1,4,0,0,1,0,0,0,0,1
874,1,2,0,3.1780538303479458,2,2,0,0,0,1,0,1,0,0
875,1,3,0,1.9775472339984959,1,1,0,1,0,0,0,1,0,0
876,0,3,1,2.287044968312313,1,2,0,0,1,0,0,0,0,1
877,0,3,1,2.0663309725297405,1,1,0,0,1,0,0,0,0,1
878,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
879,1,1,0,4.4207460202604185,2,5,0,0,0,1,0,1,0,0
880,1,2,0,3.258096538021482,2,2,0,0,0,1,0,0,0,1
881,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
882,0,3,0,2.352964469886197,1,2,0,1,0,0,0,0,0,1
883,0,2,1,2.3513752571634776,1,2,0,0,1,0,0,0,0,1
884,0,3,1,1.9530276168241774,1,2,0,0,1,0,0,0,0,1
885,0,3,0,3.371596911885865,6,3,0,0,0,1,0,0,1,0
886,0,2,1,2.5649493574615367,1,2,0,0,0,0,1,0,0,1
887,1,1,0,3.4011973816621555,1,1,0,1,0,0,0,0,0,1
888,0,3,0,3.1548704948922883,4,2,0,1,0,0,0,0,0,1
889,1,1,1,3.4011973816621555,1,2,0,0,1,0,0,1,0,0
890,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
